,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
88,The front desk staff and manager were super friendly and accommodating Our room wasn’t ready yet after the 3pm checkin time so we were upgraded to a King Suite at no extra charge The hotel is within walking distance to DisneylandDCA The room was very nice clean and wellkept newer furnishings and linens no stains in the carpets the AC was excellent etc We would gladly stay here again,2019-08-11,"Fresno, CA",The front desk staff and manager were super friendly and accommodating Our room wasn’t ready yet after the 3pm checkin time so we were upgraded to a King Suite at no extra charge The hotel is within walking distance to DisneylandDCA The room was very nice clean and wellkept newer furnishings and linens no stains in the carpets the AC was excellent etc We would gladly stay here again,"Fresno, Fresno County, California, United States",United States,1,1,0,1,0,0,1,POSITIVE
89,Loved the swimming pools Good location for SeaWorld and entertainment ,2019-08-11,Pittsburgh,Loved the swimming pools Good location for SeaWorld and entertainment ,"Pittsburgh, Allegheny County, Pennsylvania, United States",United States,0,1,1,0,0,0,0,POSITIVE
90,Ok placeThe room was decentThe location was great,2019-08-11,,Ok placeThe room was decentThe location was great,None,None,1,1,0,0,0,0,0,POSITIVE
91,This is a pleasant hotel I was a little disappointed that I had to go to the restaurant and order take out for pool side dining Not a bad thing but I did not expect thatI had to order the food then go back 10 mins later When I good a hotel with a pool and restaurant in the photos I do expect that little bit of service They also charged $100 incidental charge Was not expected it to be deducted and then have to wait 35 days for it to be returned to my account Not cool,2019-08-10,Santa Cruz.,This is a pleasant hotel I was a little disappointed that I had to go to the restaurant and order take out for pool side dining Not a bad thing but I did not expect thatI had to order the food then go back 10 mins later When I good a hotel with a pool and restaurant in the photos I do expect that little bit of service They also charged $100 incidental charge Was not expected it to be deducted and then have to wait 35 days for it to be returned to my account Not cool,"Santa Cruz de Tenerife, Canarias, España",None,0,1,1,1,0,1,1,NEGATIVE
92,Checked in at night Light switch not easy to find Multiple lights not working in room,2019-08-10,,Checked in at night Light switch not easy to find Multiple lights not working in room,None,None,1,0,0,0,0,0,0,NEGATIVE
93,Old property but good service and clean at all moments,2019-08-10,,Old property but good service and clean at all moments,None,None,1,1,0,0,0,0,1,NEGATIVE
94,Super Todo cerca buen servicio buena comida Recomendado,2019-08-10,Puerto Rico,Super Everything close good service good food Recommended,"Puerto Rico, United States",United States,0,0,0,0,0,1,1,POSITIVE
95,Shower appears to have mold on ceiling wallpapering is peeling off wall Sheets were stained I can show pictures of wallpaper and mold problems if required For the price i would expect cleaner facilities,2019-08-10,,Shower appears to have mold on ceiling wallpapering is peeling off wall Sheets were stained I can show pictures of wallpaper and mold problems if required For the price i would expect cleaner facilities,None,None,1,0,0,0,0,0,1,NEGATIVE
96,The hotel set as 45* yet the service is low 1 man in the loby room suits ledt without monitoringRoom service was poorThe hotel is old and maintained poorly,2019-08-10,,The hotel set as 45* yet the service is low 1 man in the loby room suits ledt without monitoringRoom service was poorThe hotel is old and maintained poorly,None,None,1,1,0,0,0,0,1,POSITIVE
97,Simplemente espectacular en todo sentido y momento,2019-08-09,,Simply spectacular in every way and time,None,None,0,0,0,0,0,0,0,POSITIVE
98,All good i feel at home on this place even we walk lil bit far but all are good,2019-08-09,,All good i feel at home on this place even we walk lil bit far but all are good,None,None,0,0,0,1,0,0,0,NEGATIVE
99,Likes The bed was very comfortable DislikesStaff were not very friendly The breakfast was not very goodOur bed runner had some marks of burning with something like a cigarette,2019-08-09,,Likes The bed was very comfortable DislikesStaff were not very friendly The breakfast was not very goodOur bed runner had some marks of burning with something like a cigarette,None,None,1,0,0,0,0,1,1,POSITIVE
100,Great location for our stay The tick tock restaurant was okay Thank you,2019-08-09,,Great location for our stay The tick tock restaurant was okay Thank you,None,None,1,1,0,0,0,1,0,POSITIVE
101,Queen size bed felt more like a full Otherwise quite pleasant,2019-08-09,,Queen size bed felt more like a full Otherwise quite pleasant,None,None,1,0,0,0,0,0,0,POSITIVE
102,Need more staff at the chk in My wait while my family stood in car was very underwhelming Took entirely to long,2019-08-09,New York,Need more staff at the chk in My wait while my family stood in car was very underwhelming Took entirely to long,"New York, United States",United States,0,1,0,0,0,0,1,POSITIVE
103,1st offI knew right away I wouldn’t be staying at this property again Right after check in we go to self park only to find out that we weren’t given a code for the gate Go up to Valet get the code go get in our room Mind you self parking and our room were on COMPLETELY opposite sides of the hotel property Next I realize I was charged for parking and forgot to mention that we had a handicap tag I call the front desk explain and get told that I would get a refund to the card I put on file Sounds great problem solved Next day hadn’t received any notification for the refund and ALSO got a notice on our car that it was going to get towed because I didn’t have a parking tag on the dashwhen I wasn’t given anything by the front desk I go talk to the front desk after our morning at the parkthey say that they do charge for handicap and end up giving me a parking tag Overall it was not worth even the small cost of the stay If staying at this property for Disney benefits I suggest looking into a Disney Value resort The inside of the hotel room just in general felt damp Comforters on the beds were both damp Friendliness of the staff was much less than acceptable and I did not enjoy getting wrong information and a threat to tow my vehicle when it was their mistake,2019-08-09,Panama City,1st offI knew right away I wouldn’t be staying at this property again Right after check in we go to self park only to find out that we weren’t given a code for the gate Go up to Valet get the code go get in our room Mind you self parking and our room were on COMPLETELY opposite sides of the hotel property Next I realize I was charged for parking and forgot to mention that we had a handicap tag I call the front desk explain and get told that I would get a refund to the card I put on file Sounds great problem solved Next day hadn’t received any notification for the refund and ALSO got a notice on our car that it was going to get towed because I didn’t have a parking tag on the dashwhen I wasn’t given anything by the front desk I go talk to the front desk after our morning at the parkthey say that they do charge for handicap and end up giving me a parking tag Overall it was not worth even the small cost of the stay If staying at this property for Disney benefits I suggest looking into a Disney Value resort The inside of the hotel room just in general felt damp Comforters on the beds were both damp Friendliness of the staff was much less than acceptable and I did not enjoy getting wrong information and a threat to tow my vehicle when it was their mistake,"Panama City, Bay County, Florida, United States",United States,1,1,1,1,0,0,1,NEGATIVE
